registroans;cnpj;razaosocial;nomefantasia;modalidade;logradouro;numero;complemento;bairro;cidade;uf;cep;ddd;telefone;fax;enderecoeletronico;representante;cargorepresentante;dataregistroans
419303;18900000000000;HEBROM ADMINISTRADORA DE BENEFICIOS LTDA. - ME;;Administradora de Benefícios;RUA CONSELHEIRO CRISPINIANO;69;SALA 72;REPUBLICA;São Paulo;SP;1037001;11;31512488;31512488;TONYYRODRIGO@HOTMAIL.COM;ANTONIO RODRIGUES FILHO;SóCIO ADMINISTRADOR;2014-02-25
416398;886000000000;HOSPITAIS E CLÍNICAS DO PIAUÍ S/S LTDA;INTERMED;Medicina de Grupo;RUA AMAPÁ;65;;ILHOTAS;Teresina;PI;64001140;86;32307700;32211010;ans@intermed-pi.com.br;EMMANUEL AUGUSTO DE CARVALHO FONTES;REPRESENTANTE JUNTO À ANS;2007-09-26
419362;3900000000000;HOSPITAL BOM SAMARITANO S/S LTDA;HOSPITAL BOM SAMARITANO;Medicina de Grupo;RODOVIA SP 332, KM 152,5;S/N;;JARDIM BLUMENAU;Artur Nogueira;SP;13160000;19;38275232;;SIDNEY@BOMSAMARITANO.COM.BR;SIDNEY STORCH DUTRA;SÓCIO- DIRETOR;2014-05-05
314706;22300000000000;HOSPITAL CÉSAR LEITE;HOSPITAL CÉSAR LEITE;Filantropia;PRAÇA DR CÉSAR LEITE;383;;CENTRO;Manhuaçu;MG;36900000;33;33311700;33313470;plancelhcl@gmail.com;LEANDRO SATLER CAMPOS;DIRETOR DO PLANCEL;1998-12-22
420930;77900000000000;HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO;HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO;Filantropia;RUA MARECHAL FLORIANO PEIXOTO;1059;;CENTRO;Guarapuava;PR;85010270;42;36217800;;direcao@hospitalsaovicente.org.br;HUBERTO JOSÉ LIMBERGER;PROVEDOR;2017-10-25
341941;90600000000000;HOSPITAL DE PRONTOCLINICA LTDA.;HOSPITAL DE PRONTOCLINICA LTDA.;Medicina de Grupo;RUA ARTHUR LEITE;37;;CENTRO;Passo Fundo;RS;99020220;54;33135100;543135492;planodesaude@prontoclinicas.com.br;JULMAR INACIO BIANCINI;RESPONSAVEL TECNICO;1998-12-22
392391;81600000000000;HOSPITAL MARECHAL CÂNDIDO RONDON S/A;CONVÊNIO SEMPRE VIDA;Medicina de Grupo;RUA CABRAL;985;;CENTRO;Marechal Cândido Rondon;PR;85960000;45;32847229;32847127;lisete.voigt@semprevida.com.br;CARLOS AUGUSTO FERREIRA;REPRESENTANTE;1998-12-29
421626;16700000000000;HOSPITAL MATER DEI SA ;;Autogestão;Rua Mato Grosso;1100;S/N;Santo Agostinho;Belo Horizonte;MG;30190088;31;33399199;;materdeisaude@materdei.com.br;HENRIQUE MORAES SALVADOR SILVA;Diretor Presidente;2019-02-18
363189;3040000000000;HOSPITAL S.P. LTDA.;PRONTOCLÍNICA;Medicina de Grupo;RUA BENTO GONÇALVES ;578;CONJ. 910;CENTRO;Passo Fundo;RS;99010010;54;33132299;33132299;seta.hospitalsp@gmail.com;JULMAR INÁCIO BIANCINI;SOCIO DIRETOR;1998-12-22
357511;361000000000;HUMANA ASSISTENCIA MEDICA LTDA;HUMANA SAUDE;Medicina de Grupo;AV. FREI SERAFIM;2155;;CENTRO;Teresina;PI;64000020;86;32232233;32237440;humana@humanasaude.com.br;FÁBIO MINAMISAWA HIROTA;REPRESENTANTE;1998-12-29
348180;95600000000000;HUMANA PARANÁ S.A;HUMANA SAÚDE;Medicina de Grupo;PRAÇA SETE DE SETEMBRO;210;;ZONA 05;Maringá;PR;87015290;44;30282000;;fabio.hirota@athenasaude.com.br;CARLOS AUGUSTO FERREIRA;REPRESENTANTE;1998-12-22
423122;21000000000000;H2U ADMINISTRADORA DE BENEFICIOS LTDA.;H2U ADMINISTRADORA;Administradora de Benefícios;RUA MADRE MARIA BASILIA;592.0;;CENTRO;Boituva;SP;13300003;11;947339391;;alex@searoute.com.br;ALEX SANDRO RONCALLE CONSONI FERREIRA;ADMINISTRADOR;2022-01-04
417050;9300000000000;IBBCA 2008 GESTÃO EM SAÚDE LTDA;IBBCA GESTÃO;Administradora de Benefícios;AV. JOSÉ SILVA DE AZEVEDO NETO;200;EVOLUTION 3 BL. 2 GRUPOS 101, 103 E 108;BARRA DA TIJUCA;Rio de Janeiro;RJ;22775056;21;39745551;39745550;fbispo@ibbca.com.br;MONICA BASUS BISPO;REPRESENTANTE;2009-07-31
414921;1180000000000;IDEAL ODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA.;;Odontologia de Grupo;AV. DAS NAÇÕES UNIDAS;18.801;;SANTO AMARO;São Paulo;SP;4795100;11;55183881;;josepaulo@me.com;JOSÉ PAULO PEREIRA SILVA;SÓCIO ADMINISTRADOR;2004-08-17
420751;26000000000000;IDEAL SAÚDE ASSISTÊNCIA MÉDICA AMBULATORIAL LTDA;IDEAL SAÚDE;Medicina de Grupo;QS 03;LOTE 03/09;LJ 16 E 17, TERREO, ED. PATIO CAPITAL;TAGUATINGA;Brasília;DF;71953000;61;32421250;;diretoria@idealsaudedf.com.br;PATRICIA APARECIDA DE CARVALHO;SÓCIA ADMINISTRADORA;2017-01-18
414557;16500000000000;IDENTAL ASSISTÊNCIA ODONTOLÓGICA LTDA - ME;IDENTAL;Odontologia de Grupo;RUA SÃO PEDRO;88;SALA 201/EDIF SAFIRA;RIO VERMELHO;Salvador;BA;41920260;71;40039292;34832717;contabilidade@atemde.com.br;ANTÔNIO CLEITON VIEIRA GURGEL;DIR. ADMINISTRATIVO/FINANCEIRO;2003-04-08
420310;24600000000000;IDENTS PLANOS ODONTOLÓGICOS LTDA.;IDENTS PLANOS ODONTOLÓGICOS;Odontologia de Grupo;RUA IZONZO;161;1º ANDAR;SACOMÃ;São Paulo;SP;4249000;11;31477222;;LEANDRO.G.VELASCO@GMAIL.COM;LEANDRO GONÇALVES VELASCO;ADMINISTRADOR;2016-12-01
421812;30100000000000;IMPETU ADMINISTRADORA DE BENEFICIOS EIRELI;;Administradora de Benefícios;AVENIDA REPUBLICA ARGENTINA;1336;CJ 1216 - ANDAR 12 - COND. INSPIRA BUSIN;VILA IZABEL;Curitiba;PR;80620010;11;48902259;;comercial@impetu.com.br;AIRTON PEREIRA SANTOS;ADMINISTRADOR;2019-08-23
415332;7260000000000;INÁCIO E SPANGHERO LTDA;SORRISO ASSISTENCIA ODONTOLOGICA;Odontologia de Grupo;RUA PRUDENTE DE MORAES;1054;;CENTRO;Ibitinga;SP;14940000;16;33424177;33411420;assistenciasorriso@gmail.com;RODRIGO SPANGHERO GARCIA;REPRESENTANTE LEGAL;2005-10-24
418277;13400000000000;INDEPENDENCIA ADMINISTRADORA DE BENEFICIOS LTDA;INDEPENDENCIA ADMINISTRADORA DE BENEFICIOS LTDA;Administradora de Benefícios;RUA DOUTOR CARVALHO DE MENDONÇA;238;CONJUNTO 66;VILA BELMIRO;Santos;SP;11070101;13;33275089;33275089;INDEPENDENCIA@ADMINDEPENDENCIA.COM.BR;JOÃO BOLZAN NETO;REPRESENTANTE LEGAL;2011-11-10
329282;323000000000;INDUSTRIAS NUCLEARES DO BRASIL S/A - INB;INDUSTRIAS NUCLEARES DO BRASIL S/A - INB;Autogestão;AVENIDA REPÚBLICA DO CHILE;230;SALAS 2401 A 2501;CENTRO;Rio de Janeiro;RJ;20031919;24;33578835;33578830;codep-planomedico@inb.gov.br;ANDRÉ LUIZ LEITE;GERENTE DE RECURSOS HUMANOS;1998-12-28
420301;25300000000000;INOVA ADMINISTRADORA DE BENEFÍCIOS LTDA ME;HUBCARE ADMNISTRADORA DE BENEFÍCIOS;Administradora de Benefícios;AVENIDA RIO BRANCO;404;SALA 602, BLOCO II;CENTRO;Florianópolis;SC;88015200;;;;ricardo.deeke@hubcare.adm.br;RICARDO TIAGO DEEKE;SóCIO ADMINISTRADOR;2016-12-01
419427;92800000000000;INSTITUIÇÃO BENEFICENTE CEL MASSOT - IBCM;IBCM;Autogestão;RUA BARãO DO TRIUNFO;175;;MENINO DEUS;Porto Alegre;RS;90130101;51;32305555;32305569;planejamento_ans@ibcm.org.br;ALCEU BOSI;DIRETOR VICE-PRESIDENTE;2014-07-14
419010;3520000000000;INSTITUTO CURITIBA DE SAÚDE;INSTITUTO CURITIBA DE SAÚDE - ICS;Autogestão;AVENIDA MARECHAL FLORIANO PEIXOTO;1895;;REBOUçAS;Curitiba;PR;80230110;41;33306049;33306090;ics@ics.curitiba.pr.gov.br;TIAGO WATERKEMPER;DIRETOR PRESIDENTE;2013-09-06
414981;7520000000000;INSTITUTO DE ODONTOLOGIA DO MARANHÃO LTDA.;IOMA;Odontologia de Grupo;RUA GENESIO REGO;211;;MONTE CASTELO;São Luís;MA;65030650;98;32312101;32310044;ioma@elo.com.br;WELLINGTON JOSE ALVES NUNES;DIR TEC SAUDE E ADMINISTRATIVO;2004-10-29
389358;856000000000;INSTITUTO DE PREVIDÊNCIA E ASSISTÊNCIA ODONTOLÓGICA LTDA;INPAO;Odontologia de Grupo;AV. VEREADOR JOSÉ DINIZ;3.300;CJ. 1801;CAMPO BELO;São Paulo;SP;4604006;1;150944040;150420302;representanteans@inpao.com.br;CLAUDIO LUIZ MARTINS ABDOUD;DIRETOR ADM. E FINANCEIRO;1998-12-16
415260;5600000000000;INSTITUTO DE SAÚDE ODONTOLÓGICA - ISODONT LTDA;ISODONT;Odontologia de Grupo;AVENIDA ERNANI DO AMARAL PEIXOTO;36;COMPLEMENTO 1301;CENTRO;Niterói;RJ;24020074;21;22200175;;isodont@isodont.com.br;RICARDO MAURICIO DUTRA;SÓCIO ADMINISTRADOR;2005-10-03
423173;44500000000000;INTEGRA ASSISTENCIA MEDICA LTDA;ÍNTEGRA SAUDE;Medicina de Grupo;Avenida Tancredo Neves;1189;Edifício Guimarães Trade, Sala 1603;Caminho das Árvores;Salvador;BA;41820020;71;991084561;;flavio.freitas83@gmail.com;FLAVIO FREITAS DE OLIVEIRA;Sócio administrador;2022-02-25
421839;32700000000000;INTEGRAL ADMINISTRADORA DE BENEFÍCIOS LTDA.;INTEGRAL SAÚDE;Administradora de Benefícios;SETOR SBN QD 02 BLOCO F SALA 413;BLOCO F;EDIFÍCIO VIA CAPITAL;ASA NORTE;Brasília;DF;70040911;61;37022272;;gestao@administradoraintegral.com.br;ROULIEN ROBSON DO ESPÍRITO SANTO FERREIRA;Sócio Administrador;2019-06-21
418340;13500000000000;INTEGRAL CONVÊNIO ODONTOLÓGICO LTDA.;INTEGRAL CONVÊNIO ODONTOLÓGICO;Odontologia de Grupo;RUA CONSELHEIRO SARAIVA;522;;VILA TIBÉRIO;Ribeirão Preto;SP;14050410;16;21027877;36107656;administracao@integraldental.com.br;RICARDO NEGRÃO LUTTI;SÓCIO DIRETOR;2011-12-21
359394;60300000000000;INTEGRAL SERVIÇOS ODONTOLÓGICOS LTDA.;INTEGRAL CONVÊNIO ODONTOLÓGICO LTDA.;Odontologia de Grupo;RUA SANTOS DUMONT;766;;VILA TIBÉRIO;Ribeirão Preto;SP;14050060;16;21027877;36107656;administracao@integralconvenio.com.br;ANTONIO LUIZ DE OLIVEIRA;SÓCIO GERENTE;1998-12-21
417998;12000000000000;INTERBRASIL ADMINISTRADORA DE BENEFICIOS E SISTEMAS DE SAUDE S/A;INTERBRASIL SAÚDE;Administradora de Benefícios;AVENIDA BRIGADEIRO FARIA LIMA;1811;9º ANDAR, CONJ. 918;JARDIM PAULISTANO;São Paulo;SP;1452001;85;30382168;;ans@interbrasilsaude.com.br;ANDREA OLIVEIRA DA COSTA ALMEIDA;REPRESENTANTE;2011-04-20
422134;34600000000000;INTERCLINICAS DO BRASIL ASSIST EM OPERADORA DE SAUDE S/A;;Medicina de Grupo;AV MELCHERT ;926;3 ANDAR;VILA MATILDE;São Paulo;SP;3508000;11;39957301;;paulogiorgini@hotmail.com;MURILO MENDES GIORGINI;diretor financeiro;2020-02-11
420841;22700000000000;INTERCLÍNICAS DO BRASIL ASSISTENCIA MÉDICA LTDA;;Medicina de Grupo;PRAÇA DA REPÚBLICA;272;3º ANDAR;REPÚBLICA;São Paulo;SP;1045000;11;39957301;;euro@terra.com.br;PAULO GIORGINI;SÓCIO ADMINISTRADOR;2017-03-27
312525;1080000000000;INTERDENTAL ODONTOLOGIA INTEGRADA LTDA.;INTERDENTAL ODONTOLOGIA INTEGRADA LTDA.;Odontologia de Grupo;AV PIAUI;57;;ESTADOS;João Pessoa;PB;58030330;83;32443550;32443550;interdental@interdental.com.br;ALBANO FERREIRA DIAS NETO;REPRESENTANTE PERANTE ANS;1999-02-03
312282;62500000000000;INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA;INTERMEDICI PIRACICABA;Medicina de Grupo;RUA TORQUATO DA SILVA LEITÃO;605;;SÃO DIMAS;Piracicaba;SP;13416215;19;34373770;34373770;leandro.duraes@intermedici.com.br;ALEXANDRE FRANCISCO MARGARIDO LOURENÇO;SOCIO-GERENTE;1998-12-22
420913;24300000000000;INTERNACIONAL ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;RUA DA ASSEMBLEIA;10;SALA 3520;CENTRO ;Rio de Janeiro;RJ;20011901;21;35531933;;j.roberto.jrs@bol.com.br;JOSE ROBERTO DA SILVA;ADMINISTRADOR;2017-08-31
421375;30000000000000;INTERVIDA ADMINISTRADORA DE BENEFÍCIOS LTDA;;Administradora de Benefícios;AVENIDA SÃO JOÃO;313;14º ANDAR, SALA 05;REPÚBLICA;São Paulo;SP;1043000;11;39497264;;diretoria@intervidaadm.com.br;CAROLINA MACIEL MORAIS;SÓCIO ADMINISTRADOR;2018-09-11
319422;51500000000000;IRMANDADE DA SANTA CASA DE MISERICORDIA DE LIMEIRA;FREI GALVÃO SAÚDE;Filantropia;AVENIDA ANTÔNIO OMETTO;675;;VILA CLAUDIA;Limeira;SP;13480470;19;34044300;34044300;paulo.financeiro@hospfreigalvao.com.br;CARLOS ALBERTO SCHIMIDT;REPRESENTANTE;1998-12-23
333875;23300000000000;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PASSOS;SANTA CASA DE MISERICÓRDIA DE PASSOS;Filantropia;RUA SANTA CASA;164;;CENTRO;Passos;MG;37904020;3;535291300;535291433;planodesaude@scpassos.org.br;VIVALDO SOARES NETO;PROVEDOR;1998-12-22
354562;54400000000000;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA;SANTA CASA SAÚDE;Filantropia;AVENIDA INDEPENDENCIA;953;;ALTO;Piracicaba;SP;13419155;19;34012000;34012001;marilene.lafayete@santacasadepiracicaba.com.br;MARILENE LAFAYETE DE LEMOS;ADMINISTRADOR;1998-12-17
347655;56400000000000;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO;;Filantropia;RUA 2;297;;SAÚDE;Rio Claro;SP;13500010;19;35240915;35240915;plano@santacasaderioclaro.com.br;DANÚSIO ANTÔNIO DINIZ;PROVEDOR;1998-12-29
321320;72100000000000;IRMANDADE DA SANTA CASA DE MISERICÓRDIA E MATERNIDADE DONA ZILDA SALVAGNI;IRM.DA STA.CASA DE MIS.E MAT. DONA ZILDA SALVAGNI;Filantropia;PRAÇA DR. JOSÉ FURIATTI;153;;CENTRO;Taquaritinga;SP;15900037;16;32539230;1632539230;operadora321320@santacasatq.com.br;VALDEMAR ANTONIO PERIA;PRESIDENTE EXECUTIVO;1998-12-23
329355;55200000000000;IRMANDADE DE MISERICORDIA DE PORTO FERREIRA;HOSPITAL DONA BALBINA;Filantropia;RUA DR. CARLINDO VALERIANI;337;;CENTRO;Porto Ferreira;SP;13660000;19;35895500;35812605;relacionamentos@hospitaldonabalbina.com.br;GILSON FANTINATO;PROVEDOR;1998-12-17
333808;52900000000000;IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO;SISTEMA VIDA DE SAÚDE;Filantropia;RUA CARLOS KIELANDER;396;;CENTRO;Monte Alto;SP;15910000;16;32443244;32421138;contabil.stcasa@terra.com.br;ROBERTO AFONSO COLATRELI;PROVEDOR;1998-12-21
345741;49800000000000;IRMANDADE SANTA CASA DE MISERICÓRDIA DE ITAPEVA;SANTA CASA DE MISERICÓRDIA DE ITAPEVA;Filantropia;RUA SANTOS DUMONT;433;;CENTRO;Itapeva;SP;18400030;15;35219505;35220789;diretoria@santacasadeitapeva.org.br;AUGUSTO RIOS CARNEIRO;PROVEDOR;1999-01-15
336831;79100000000000;IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ;SANTA CASA SAUDE;Filantropia;R. SANTOS DUMONT;555;;VILA OPERARIA;Maringá;PR;87050100;44;30275609;30275816;contabilidade@santacasamaringa.com.br;CARLOS RAFAEL ROSÁRIO CARREGOSA;PRESIDENTE;1998-12-22
366234;396000000000;ITAIPU BINACIONAL;ITAIPU BINACIONAL;Autogestão;AVENIDA PRESIDENTE TANCREDO NEVES;6731;ESCRITORIO CENTRAL;CENTRAL HIDRELÉTRICA DE ITAIPU;Foz do Iguaçu;PR;85866900;45;35205747;35205874;planodesaude@itaipu.gov.br;SIDNEY DOS SANTOS FRANCO;REPRESENTANTE ;1998-12-21
884;4460000000000;ITAUSEG SAÚDE S.A.;ITAUSEG SAÚDE;Seguradora Especializada em Saúde;PRAÇA ALFREDO EGYDIO DE SOUZA ARANHA;100;5º ANDAR - PARTE;PARQUE JABAQUARA;São Paulo;SP;4344902;11;25873405;;itausegsaude@itau-unibanco.com.br;EDUARDO NOGUEIRA DOMEQUE;REPRESENTANTE LEGAL;2001-07-27
422452;1430000000000;JARIMED ASSISTENCIA MEDICA LTDA.;;Medicina de Grupo;AVENIDA JOSE MANARA ;450;;FIM DO CAMPO;Jarinu;SP;13240000;11;23981102;;comercial@hnj.com.br;JOSOE AUGUSTO GOMES MARQUES PEREIRA;SÓCIO ADMINISTRADOR;2020-11-23
418536;14100000000000;J.E. ODONTOQUALITY S/S LTDA;AMIZI PLANOS E CONVÊNIOS DE SAÚDE;Odontologia de Grupo;RUA FELIPE SCHMIDT;249;SALA 1008;CENTRO;Florianópolis;SC;88010902;48;32233900;;;ILTON JOSÉ MAFRA;SóCIO ADMINISTRADOR;2012-05-24
423211;44300000000000;J&L ADMINISTRADORA DE BENEFICIOS E SOL EM SAUDE LTDA;;Administradora de Benefícios;AV ANTONIO CARLOS MAGALHAES;3244;ED THOME DE SOUZA, SALA 614;CAMINHO DAS ARVORES;Salvador;BA;41820000;75;36126000;;jussilva1805@gmail.com;JULIANA SANTANA SILVA;SÓCIA ADMINISTRADORA;2022-05-11
422657;40200000000000;JLC ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;AVENIDA NILO PEÇANHA;50;GRP 2412;CENTRO;Rio de Janeiro;RJ;20020906;21;24911647;;j.luiz@jlcarvalho.com.br;JOSÉ LUIZ DE CARVALHO JUNIOR;SOCIO ADMINISTRADOR/REPRE;2021-02-24
418722;14700000000000;JTC ODONTOLOGIA LTDA.;;Odontologia de Grupo;AVENIDA DA SAUDADE;120;;PADRE BENTO;Itu;SP;13313000;11;40231361;;CRISCAS@JTCODONTOLOGIA.COM.BR;JOSÉ TADEU DE CASTRO;SÓCIO ADMINISTRADOR;2012-12-10
418161;13200000000000;JURAL ADMINISTRADORA DE BENEFICIOS LTDA;JURAL ADMINISTRADORA;Administradora de Benefícios;AV RIO BRANCO;1132;6º ANDAR - SALA 63;ALTO CAFEZAL;Marília;SP;17502000;14;34137666;34137666;JURACI@JURALCORRETORA.COM.BR;JURACI ALVES;SÓCIA PRESIDENTE;2011-08-15
422614;39900000000000;KIPP SAÚDE LTDA.;;Medicina de Grupo;Rua Franz Schubert;33;1º andar;Jardim Paulistano;São Paulo;SP;1454020;11;21324004;;relacionamento-ans@kippsaude.com.br;ANDRÉ DO AMARAL COUTINHO;Diretor Geral;2021-02-09
422029;34500000000000;KLINI PLANOS DE SAÚDE LTDA;KLINI;Medicina de Grupo;AV. DAS AMÉRICAS;3.200;204 a 209;BARRA DA TIJUCA;Rio de Janeiro;RJ;22640102;21;39529150;;diretoria@klinisaude.com.br;ALBA REGINA RIBEIRO DE SOUZA;PRESIDENTE;2019-12-18
419095;17800000000000;LANCERS ADMINISTRADORA DE BENEFÍCIOS DE SAÚDE LTDA.;;Administradora de Benefícios;RUA JULIETA MACEDO PEREIRA;203;PISO 1;RIBEIRÂNIA;Ribeirão Preto;SP;14096420;16;32342508;;viviane@lancers.com.br;VIVIANE BITTENCOURT DE ARAÚJO;DIRETORA ADMINISTRATIVA;2013-10-03
364592;2130000000000;LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA.;NEW SAÚDE LEADER;Medicina de Grupo;RUA CLÓVIS SOARES ;200;TORRE A - SALA 212 - CONDOMÍNIO ATIBAIA ;ALVINÓPOLIS;Atibaia;SP;12942560;11;44132003;44132003;administracao@newsaudeleader.com;TATIANA LIGIA TREMANTI;ADMINISTRADORA;1999-02-04
422339;36500000000000;LEVE SAUDE OPERADORA DE PLANOS DE SAUDE S.A;LEVE SAUDE;Medicina de Grupo;RUA ENGENHEIRO ENALDO CRAVO PEIXOTO;215;LOJA B;TIJUCA;Rio de Janeiro;RJ;20540106;21;39524800;;faleconosco@levesaude.com.br;ULISSES DA SILVA;REPRESENTANTE;2020-07-27
418706;15600000000000;LEXUS ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;RUA GERMANIA;830;;BONFIM;Campinas;SP;13070770;19;81468998;81468998;GUSTAVO@COOPUS.COM.BR;SAMANTA POLLI ANTONIO;SÓCIA;2012-12-10
412490;5050000000000;LÍDER COMÉRCIO E INDÚSTRIA LTDA.;PROGRAMA DE ASSISTÊNCIA MÉDICA LÍDER;Autogestão;RUA PARIQUIS;1056;;JURUNAS;Belém;PA;66033590;91;40081000;40081329;NEUZA@LIDERNET.COM.BR;NEUZA LOBATO RODRIGUES VIEIRA;DIRETOR;2000-10-23
421863;32300000000000;LIFE BENEFITS ADMINISTRAÇÃO E CONSULTORIA EM SAÚDE LTDA;LIFE BENEFITS ;Administradora de Benefícios;Rua Matias Aires;404;S/N;Consolação;São Paulo;SP;1309020;11;45230001;;lifebenefits2019@outlook.com;FABIA REIS DE TOLEDO PRADO;SÓCIA ADMINISTRADORA;2019-10-17
418595;14500000000000;LIFE CLASS ADMINISTRADORA DE BENEFICIOS LTDA.;LIFE CLASS;Administradora de Benefícios;RUA BARÃO DE ITAPETININGA;140;7º ANDAR - CONJ. 72 E 74 - SALA 02;CENTRO;São Paulo;SP;1042000;11;40638000;40638000;ORLANDO@TALENTOSEGUROS.COM.BR;PATRÍCIO SANTIAGO MATURANA FARIAS;SÓCIO ADMINISTRADOR;2012-10-08
414492;4560000000000;LIFE EMPRESARIAL SAÚDE LTDA.;LIFE EMPRESARIAL SAÚDE;Medicina de Grupo;ALAMEDA DOS GUARAMOMIS;1176;TÉRREO, 1º, 2º E 3º ANDARES;PLANALTO PAULISTA;São Paulo;SP;4076012;11;35253600;32843267;lifeempresarial@lifeempresarial.com.br;EUNICE HARUE HIGUCHI;DIRETORA;2003-01-15
421987;33700000000000;LIFE SAÚDE ASSISTÊNCIA MÉDICA LTDA;LIFE SAÚDE ;Medicina de Grupo;SGCV Lote 15;Bloco C Salas 307 e;Ed. Jade Office ;Zona Industrial (Guará);Brasília;DF;71215650;61;33661192;;lifesaude0@gmail.com;BRUNA GUIMARÃES BRAGA;Sócia-administradora;2019-12-03
422851;36800000000000;LIODONTO PLANOS DE ASSISTENCIA E SERVICOS ODONTOLOGICOS EIRELI;;Odontologia de Grupo;AV RIO JUTAI;838;ANDAR 1;NOSSA SENHORA DAS GRACAS;Manaus;AM;69053020;92;982390017;;diretoria@liodontobrasil.com.br;LIAN ROGÉRIO DE FREITAS MASCARENHAS;ADMINISTRADOR;2021-06-14
379280;847000000000;LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A;LIV SAÚDE;Medicina de Grupo;AVENIDA PAULISTA;1079;7º ANDAR;BELA VISTA;São Paulo;SP;1311200;;;;ans@livsaude.com.br;LEONARDO ROSÁRIO DE ALCÂNTARA;ADMINISTRADOR;1999-01-06
421685;30900000000000;LIVEN PRESTADORA DE SERVIÇOS LTDA;;Administradora de Benefícios;Rua Duque de Caxias ;302;601.0;Centro;Barra Mansa;RJ;27345010;24;999928674;;livenpds@gmail.com;TIAGO COMPASSO DE OLIVEIRA LIMA;Administrador;2019-04-30
422479;39100000000000;LIVRI OPERADORA DE PLANO DE SAÚDE LTDA;LIVRI SAÚDE;Medicina de Grupo;Avenida Brigadeiro Luis Antônio;487;4 andar, Sala 41;Bela Vista ;São Paulo;SP;1132000;11;947204308;;livrisaude@gmail.com;IRENE LUCIA DOPIERALSKI;Presidente ;2020-12-30
416835;7870000000000;MACIEL & MACIEL ASSISTÊNCIA ODONTOLÓGICA LTDA;DENTAL VIP;Odontologia de Grupo;RUA CAMPOS SALES;2217;;CENTRO;Mirassol;SP;15130013;17;32423479;32423479;marciodmaciel@hotmail.com;MÁRCIO DELMAR MACIEL  ;SÓCIO - ADMINISTRADOR;2009-02-11
349291;1540000000000;MAIS DENTAL PLANOS ODONTOLOGICOS LTDA;MAIS DENTAL.COM E + DENTAL.COM;Odontologia de Grupo;AV NILO PECANHA;50;GRP 2111;CENTRO;Rio de Janeiro;RJ;20020906;21;34619797;34619797;maisdental@maisdental.com;FABIO BERNARDO CALAZANS SILVA;SÓCIO-ADMINISTRADOR;1999-01-12
423254;45900000000000;MAIS SAUDE ADMINISTRADORA DE BENEFICIOS LTDA ;MAIS ADMINISTRADORA ;Administradora de Benefícios;RUA SETE DE SETEMBRO ;55.0;SALA 2303;CENTRO;Rio de Janeiro;RJ;20050004;21;39235406;;HENRIQUE@AMCONTADORES.COM.BR;JOÃO DE FIGUEIREDO PEREIRA CURADO;SOCIO - ADMINISTRADORA;2022-05-18
415065;395000000000;MAIS SAÚDE PLANO DE SAÚDE LTDA;MAIS SAÚDE PLANO DE SAÚDE ;Medicina de Grupo;AVENIDA T-9;735;QD 87, LOTE 23, SALAS 1a4;SETOR BUENO;Goiânia;GO;74215025;62;31214600;;elias@maissaudeplano.com.br;ELIAS FRANCISCO DE OLIVEIRA;DIRETOR GERAL;2004-12-06
420051;19000000000000;MAIS SAÚDE PLANOS MÉDICOS E ODONTOLÓGICOS LTDA ;SMARTCARE ODONTOLOGIA;Odontologia de Grupo;RUA GUAIAÓ;66;SALAS 2803 E 2804, 28º ANDAR;APARECIDA;Santos;SP;11035260;11;47264167;;daniel.stefan@smartcareodonto.com.br;DANIEL STEFAN CHRISTINO HORVATH;SÓCIO-ADMINISTRADOR;2016-02-03
419516;19700000000000;MAIS SAUDE S/A;;Medicina de Grupo;Escadaria Acyr Guimarães;25;;Centro;Vitória;ES;29015360;27;33204344;;bianca@eshoje.com.br;BIANCA HENRIQUES COUTINHO KLOSS;DIRETORA PRESIDENTE;2014-09-22
418951;15300000000000;MAPFRE SAÚDE LTDA;;Medicina de Grupo;AV. DAS NAÇÕES UNIDAS;11711; 21º ANDAR;BROOKLIN;São Paulo;SP;4578000;11;26635460;;jclausse@mapfre.com.br;JULIEN CLAUSSE;REPRESENTANTE;2013-07-04
417564;11100000000000;MAPMA ADMINISTRADORA DE BENEFÍCIOS LTDA.;MAPMA;Administradora de Benefícios;RUA RODRIGO SILVA;26;SALA 1401;CENTRO;Rio de Janeiro;RJ;20011902;21;22164800;22164813;FINANCEIRO@MAPMA.COM.BR;MARCIO TELLES DE MENEZES DO PRADO MAIA;DIRETOR;2010-09-21
